snapshot_hour_utc,rank,game_id,igdb_id,name
2026-09-02T16,89,1448964995,194558,ARKNIGHTS: ENDFIELD
2026-09-02T16,90,1599346425,,Co-working & Studying
2026-09-02T16,91,1597660489,347668,RESIDENT EVIL: requiem
2026-09-02T16,92,12924,,Warcraft III
2026-09-02T16,93,500188,7291,Hunt: Showdown 1896
2026-09-02T16,94,495202,26845,Fire Emblem: Three Houses
2026-09-02T16,95,32502,5587,World of Warships
2026-09-02T16,96,1435206302,296831,Slay the Spire II
2026-09-02T16,97,490422,,StarCraft II
2026-09-02T16,98,502829,91269,R2 Online: Reign of Revolution
2026-09-02T16,99,93798731,336964,F1 25
2026-09-02T16,100,687129551,133807,Trackmania
